之	1465
王	842
曰	737
不	728
子	607
於	556
以	507
而	494
吳	481
其	460
也	396
人	373
越	333
臣	329
為	322
大	299
有	295
國	295
者	290
夫	249
胥	220
吾	217
君	212
無	207
乃	203
天	183
何	181
今	174
使	164
楚	162
與	157
聞	153
三	151
所	141
是	139
知	138
可	136
死	132
二	126
公	122
欲	122
矣	120
伐	115
乎	115
將	115
年	110
得	110
諸	110
自	109
太	108
前	108
中	108
道	108
一	106
行	106
下	102
士	101
見	99
言	98
復	97
則	97
兵	96
命	96
日	94
上	90
遂	89
去	89
我	88
如	88
事	87
心	85
謂	85
孤	85
能	85
軍	85
種	84
在	84
民	82
未	81
齊	81
寡	80
入	79
令	77
侯	77
蠡	77
後	76
成	76
立	74
故	74
師	72
亡	72
願	72
父	71
相	70
生	70
從	70
殺	70
必	68
女	67
出	66
謀	66
戰	66
山	65
地	65
十	65
因	63
敢	63
時	62
然	62
五	61
至	61
范	61
受	59
來	59
此	59
水	57
非	57
四	57
伍	57
劍	57
即	56
勾	55
哉	55
名	54
歸	54
已	53
食	53
孫	52
德	52
踐	51
身	51
卒	51
百	51
請	51
外	50
功	50
若	49
內	49
門	49
群	49
明	48
闔	48
問	47
用	47
還	47
憂	47
禹	47
長	46
閭	46
會	45
月	45
辱	45
兮	45
嚭	45
進	44
離	44
宰	44
周	42
守	42
平	42
忠	42
意	41
金	41
文	41
北	41
雖	41
江	41
罪	41
南	41
喜	40
眾	40
封	40
誅	40
當	39
又	39
辭	39
莫	39
城	38
豈	38
昔	38
光	38
親	38
東	38
馬	37
過	37
餘	37
政	37
安	37
斯	37
敗	37
報	37
善	37
左	37
信	37
難	37
昭	37
聖	36
義	36
里	36
滅	36
霸	36
焉	36
敵	36
破	36
求	35
服	35
千	35
往	35
臺	35
既	35
萬	35
白	35
神	34
世	34
西	34
晉	34
汝	34
陰	34
盡	34
觀	33
及	33
讎	33
計	33
聽	33
常	33
且	33
作	33
貢	33
亦	32
季	32
望	32
舉	32
石	32
力	32
仁	31
興	31
召	31
怨	31
惟	31
諫	31
右	31
室	31
少	30
棄	30
失	30
武	30
定	30
氣	30
恐	29
教	29
色	29
號	29
魯	29
位	29
分	29
伯	28
帝	28
樂	28
怒	28
僚	28
威	28
皆	28
勇	28
勝	28
九	28
利	28
被	27
高	27
奔	27
風	27
妻	27
專	27
賢	27
加	27
存	27
取	27
聲	27
秦	27
好	27
賜	27
足	27
志	27
居	26
重	26
絕	26
嘗	26
宮	26
患	26
傳	25
鳥	25
夏	25
陳	25
反	25
甲	25
俱	25
臨	25
法	25
陽	25
差	25
土	24
止	24
處	24
方	24
彊	24
朝	24
窮	24
飛	24
伏	24
忌	24
退	24
主	24
稽	24
要	24
稷	23
養	23
八	23
兄	23
發	23
誠	23
尚	23
遠	23
幸	23
愛	23
執	23
同	23
疾	23
悅	23
母	22
古	22
夷	22
獻	22
禮	22
六	22
札	22
耳	22
耶	22
小	22
告	22
苦	22
顧	22
哀	22
治	22
虛	22
福	22
于	21
害	21
數	21
起	21
海	21
稱	21
深	21
七	21
忘	21
口	21
讒	21
承	21
惡	21
留	21
家	21
合	21
歲	21
春	20
秋	20
弟	20
坐	20
鼓	20
射	20
夜	20
恥	20
攻	20
對	20
術	19
葬	19
制	19
宗	19
廟	19
酒	19
美	19
音	19
姓	19
囚	19
急	19
思	19
返	19
包	19
魚	19
救	19
祭	18
易	18
宜	18
各	18
研	18
就	18
變	18
老	18
壽	18
夢	18
益	18
悉	18
歎	18
仰	18
奢	18
手	18
登	18
爭	18
奉	18
傷	18
恩	18
危	18
甚	18
應	18
目	18
正	18
湯	18
黃	18
氏	17
適	17
玉	17
寶	17
負	17
任	17
病	17
追	17
始	17
社	17
矢	17
骨	17
漁	17
屬	17
兩	17
困	17
向	17
元	16
形	16
猶	16
陵	16
荊	16
致	16
達	16
申	16
除	16
悲	16
固	16
赦	16
視	16
投	16
理	15
隨	15
通	15
懼	15
擊	15
州	15
建	15
蒙	15
愧	15
味	15
泣	15
懷	15
弓	15
哭	15
再	15
期	15
智	15
空	15
良	15
實	15
郢	15
乘	15
修	15
游	14
履	14
多	14
飢	14
拜	14
共	14
歌	14
徒	14
慶	14
市	14
吏	14
直	14
圖	14
貪	14
賞	14
決	14
物	14
戮	14
鄭	14
飲	14
說	14
須	14
象	14
干	14
厄	14
流	14
境	14
陣	14
姑	14
駱	14
察	14
野	13
動	13
禍	13
彼	13
異	13
章	13
結	13
忍	13
私	13
靈	13
走	13
備	13
更	13
念	13
遇	13
面	13
笑	13
呼	13
渡	13
愚	13
待	13
枚	13
鉤	13
丘	13
淮	13
勞	13
竊	13
桓	13
衣	13
卑	13
審	13
第	12
祀	12
木	12
造	12
間	12
策	12
邑	12
喪	12
殷	12
富	12
步	12
讓	12
舍	12
鳴	12
工	12
獲	12
默	12
掩	12
許	12
語	12
鄙	12
輔	12
委	12
送	12
冬	12
首	12
龍	12
厚	12
皇	12
訢	12
盧	12
逆	12
弩	12
遺	12
余	12
書	12
置	11
官	11
次	11
歷	11
畢	11
奈	11
輕	11
恨	11
集	11
盛	11
頃	11
亂	11
揚	11
久	11
晝	11
濟	11
鄰	11
妾	11
側	11
墓	11
庫	11
示	11
御	11
暴	11
順	11
徙	11
羽	10
堯	10
車	10
仲	10
娶	10
昌	10
斷	10
疑	10
施	10
習	10
圍	10
解	10
舟	10
驚	10
獨	10
賊	10
司	10
遣	10
免	10
別	10
祐	10
勿	10
友	10
關	10
幾	10
馳	10
飯	10
粟	10
凶	10
諾	10
堂	10
虎	10
降	10
議	10
設	10
宛	10
頭	10
忽	10
斬	10
池	10
盟	10
琴	10
和	10
鯀	10
嶽	10
翼	10
感	9
赤	9
慈	9
草	9
犬	9
都	9
蠻	9
先	9
屈	9
沉	9
庭	9
旦	9
肉	9
賀	9
蓋	9
畏	9
終	9
釋	9
但	9
湖	9
吉	9
交	9
背	9
垂	9
虜	9
蛇	9
精	9
等	9
河	9
臥	9
紂	9
連	9
火	9
涉	9
惑	9
湛	9
辛	9
蒼	9
擇	9
郊	9
孔	9
廣	9
徇	9
后	8
避	8
榖	8
青	8
遭	8
桀	8
梁	8
郭	8
髮	8
末	8
虞	8
樊	8
廢	8
鄉	8
謝	8
員	8
畫	8
容	8
府	8
財	8
蔡	8
質	8
勢	8
雪	8
到	8
船	8
誡	8
露	8
儀	8
操	8
具	8
狀	8
弱	8
邊	8
慎	8
席	8
客	8
誰	8
血	8
倉	8
男	8
匿	8
息	8
果	8
占	8
情	8
論	8
佞	8
戶	8
量	8
極	8
路	8
趨	8
尊	8
賴	8
列	8
糞	8
敬	8
康	8
寒	8
柰	8
怪	7
折	7
覆	7
黑	7
劉	7
節	7
雍	7
耕	7
田	7
墟	7
凡	7
莊	7
狐	7
昧	7
吟	7
曹	7
鬼	7
逃	7
姬	7
竹	7
謗	7
費	7
慚	7
仇	7
張	7
宋	7
詐	7
旁	7
侵	7
蘆	7
津	7
薦	7
助	7
近	7
素	7
拔	7
開	7
辰	7
候	7
體	7
犁	7
討	7
移	7
並	7
獸	7
試	7
咸	7
唐	7
卜	7
涕	7
薄	7
選	7
犯	7
原	7
躬	7
壬	7
曳	7
微	7
玄	7
咎	7
